student_id,avg_attendance,avg_assignments,avg_quizzes,avg_labs,avg_midterm,avg_final,avg_overall,semester,credits_registered,credits_passed,failed_courses,attendance_risk_score,course_difficulty_index,failed_course_ratio,performance_trend,credit_completion_ratio,academic_consistency,study_efficiency,semester_momentum,programme_encoded,school_encoded,target_gpa,target_risk
STU03095,83.6,47.6,54.1,62.2,64.6,64.5,60.6,4,48,30,6,0.0,0.4,0.375,-0.09999999999999432,0.625,0.7499888891357915,1.5548684210526313,0.5133333333333354,0.4,1,0.644,2
STU03096,96.4,79.5,93.2,88.3,93.3,91.6,90.0,2,30,30,0,0.0,0.55,0.0,-1.7000000000000028,1.0,0.8074527475022184,1.5064377682403434,0.0,0.55,1,3.51,0
STU03097,74.6,58.1,34.4,55.4,42.8,42.9,46.2,5,75,0,25,0.00038949159644812646,0.55,1.0,0.10000000000000142,0.0,0.6723026464013546,1.5805263157894738,-1.126666666666658,0.55,1,0.0,2
STU03098,84.4,89.7,74.3,86.5,88.9,85.3,86.1,2,30,30,0,0.0,0.62,0.0,-3.6000000000000085,1.0,0.7930969094264445,1.0332,0.0,0.62,1,3.2,0
STU03099,81.4,79.9,78.0,89.8,93.9,93.1,89.3,3,45,45,0,0.0,0.62,0.0,-0.8000000000000114,1.0,0.750527222593994,1.758939393939394,-2.069999999999993,0.62,1,3.44,0
STU03100,89.2,83.3,88.7,90.6,92.5,92.1,90.3,8,117,117,0,0.0,0.55,0.0,-0.4000000000000057,1.0,0.8752424573645167,1.863333333333333,-0.12928571428571445,0.55,1,3.518,0
STU03101,95.7,84.9,91.7,89.3,93.6,97.1,92.5,2,27,27,0,0.0,0.22,0.0,3.5,1.0,0.8472038394897744,1.5482832618025753,0.0,0.22,0,3.744,0
STU03102,62.6,50.7,51.7,65.7,81.5,80.0,71.1,6,90,87,1,0.06722652034009372,0.55,0.03333333333333333,-1.5,0.9666666666666667,0.5070249048436175,2.254390243902439,-2.1450000000000102,0.55,1,1.577,2
STU03103,93.7,51.5,62.2,69.9,73.1,72.0,67.9,2,27,24,1,0.0,0.22,0.1111111111111111,-1.0999999999999943,0.8888888888888888,0.6990884219944706,1.3442131979695433,0.0,0.22,0,1.256,2
STU03104,70.9,49.8,47.5,60.0,54.1,51.8,53.0,3,33,0,11,0.01278156079265344,0.82,1.0,-2.3000000000000043,0.0,0.8405809156830825,1.3,-1.8600000000000065,0.82,3,0.0,2
STU03105,85.4,82.8,71.2,87.5,84.7,78.2,81.5,2,30,30,0,0.0,0.8,0.0,-6.5,1.0,0.7872220771686018,2.2866906474820143,0.0,0.8,2,2.7,0
STU03106,85.5,67.3,61.4,70.0,73.2,69.9,69.6,2,24,24,0,0.0,0.75,0.0,-3.299999999999997,1.0,0.8527549283978879,1.3305882352941174,0.0,0.75,2,1.537,2
STU03107,83.0,66.2,71.2,80.6,79.1,80.4,77.0,3,45,45,0,0.0,0.62,0.0,1.3000000000000114,1.0,0.7840010288090346,2.2923664122137404,-0.269999999999996,0.62,1,2.207,1
STU03108,90.0,72.7,75.6,69.4,74.8,68.0,71.7,2,30,30,0,0.0,0.8,0.0,-6.799999999999997,1.0,0.8894458403214868,1.136707317073171,0.0,0.8,2,1.71,2
STU03109,67.7,90.1,55.6,82.0,81.8,83.4,80.9,3,45,45,0,0.03036633613675462,0.55,0.0,1.6000000000000085,1.0,0.557128059643021,1.1772761194029853,-4.77000000000001,0.55,1,2.607,1
STU03110,87.8,59.0,57.2,67.7,74.5,73.4,69.1,3,33,30,1,0.0,0.18,0.09090909090909091,-1.0999999999999943,0.9090909090909091,0.733493798279373,1.5487931034482758,-1.529999999999987,0.18,0,1.355,2
STU03111,92.0,70.0,89.5,83.1,91.1,91.4,86.7,5,63,63,0,0.0,0.62,0.0,0.30000000000001137,1.0,0.698601408246304,1.2295636363636362,0.7172727272727144,0.62,1,3.157,0
STU03112,83.8,88.3,78.9,92.0,83.1,82.9,84.7,2,30,30,0,0.0,0.62,0.0,-0.19999999999998863,1.0,0.8291264275033212,3.058611111111111,0.0,0.62,1,3.02,0
STU03113,89.5,73.6,88.3,81.5,90.2,90.7,86.3,1,15,15,0,0.0,0.82,0.0,0.5,1.0,0.7570253785543298,1.9232571428571426,0.0,0.82,3,3.14,0
STU03114,99.1,77.3,87.6,77.5,77.5,78.0,78.6,1,15,15,0,0.0,0.75,0.0,0.5,1.0,0.8503077230523306,1.4666985645933013,0.0,0.75,2,2.32,1
STU03115,72.2,53.8,67.7,69.8,86.1,86.0,77.0,4,48,48,0,0.007213485313658731,0.4,0.0,-0.09999999999999432,1.0,0.5444575882654954,1.317105263157895,-2.463333333333324,0.4,1,2.238,1
STU03116,86.2,75.6,75.4,82.1,82.4,77.1,79.0,2,30,30,0,0.0,0.8,0.0,-5.300000000000011,1.0,0.8843520668388559,1.426388888888889,0.0,0.8,2,2.44,1
STU03117,70.9,75.7,53.2,76.3,64.7,65.4,67.1,7,105,99,2,0.01278156079265344,0.55,0.05714285714285714,0.7000000000000028,0.9428571428571428,0.6835737754933142,1.2228504672897194,-1.0139999999999958,0.55,1,1.24,2
STU03118,82.5,67.0,72.8,76.9,79.6,80.8,77.0,2,24,24,0,0.0,0.75,0.0,1.2000000000000028,1.0,0.8126441294695514,1.084115523465704,0.0,0.75,2,2.2,1
STU03119,85.8,87.3,84.8,84.2,89.2,90.4,88.1,5,63,63,0,0.0,0.62,0.0,1.2000000000000028,1.0,0.910234874378867,2.305973154362416,2.2627272727272754,0.62,1,3.286,0
STU03120,82.1,70.4,77.5,93.5,94.2,87.6,86.9,5,63,63,0,0.0,0.62,0.0,-6.6000000000000085,1.0,0.6534246915251399,5.0,-1.1600000000000108,0.62,1,3.205,0
STU03121,83.6,61.1,79.2,80.4,91.3,91.0,83.9,2,30,30,0,0.0,0.55,0.0,-0.29999999999999716,1.0,0.5900880853429877,1.3577178423236518,0.0,0.55,1,2.86,0
STU03122,87.6,86.7,86.8,94.2,85.0,87.9,87.7,1,15,15,0,0.0,0.62,0.0,2.9000000000000057,1.0,0.8815516990413117,1.300494296577947,0.0,0.62,1,3.28,0
STU03123,87.9,52.4,78.1,73.2,91.0,90.9,81.2,3,45,45,0,0.0,0.62,0.0,-0.09999999999999432,1.0,0.47033868263661993,2.4174045801526716,2.269999999999996,0.62,1,2.62,0
STU03124,74.5,73.9,75.0,96.9,94.9,92.5,89.3,1,15,15,0,0.0005443310539518174,0.4,0.0,-2.4000000000000057,1.0,0.6252289587850559,1.7413499999999997,0.0,0.4,1,3.42,0
STU03125,69.4,49.5,42.3,51.8,58.6,54.4,53.4,5,75,6,23,0.020402817525110636,0.55,0.92,-4.200000000000003,0.08,0.7976609006862214,1.0735051546391754,-1.076666666666675,0.55,1,0.08,2
STU03126,91.5,78.3,68.4,77.4,72.4,73.0,73.8,4,60,60,0,0.0,0.55,0.0,0.5999999999999943,1.0,0.8657117528101088,1.663699421965318,-1.7000000000000028,0.55,1,1.865,2
STU03127,74.0,76.9,67.3,92.5,88.2,88.0,85.0,2,30,30,0,0.0015396007178390021,0.73,0.0,-0.20000000000000284,1.0,0.656364210892469,1.9850299401197602,0.0,0.73,2,3.09,0
STU03128,73.4,69.4,41.9,62.9,53.8,49.0,54.9,5,75,12,21,0.003115932771584928,0.55,0.84,-4.799999999999997,0.16,0.6356055251059185,0.8298837209302324,-0.86666666666666,0.55,1,0.172,2
STU03129,98.7,84.9,74.9,79.9,72.3,78.1,77.3,1,15,15,0,0.0,0.75,0.0,5.799999999999997,1.0,0.8389893033229019,1.293862660944206,0.0,0.75,2,2.34,1
STU03130,90.4,91.6,75.8,80.9,86.1,83.0,84.2,3,33,33,0,0.0,0.18,0.0,-3.0999999999999943,1.0,0.8037377038530099,1.5202777777777778,-5.269999999999996,0.18,0,2.927,0
STU03131,80.9,66.3,58.3,67.8,73.7,70.9,69.3,4,48,48,0,0.0,0.4,0.0,-2.799999999999997,1.0,0.8055492064528633,0.9721942446043166,-0.3399999999999892,0.4,1,1.456,2
STU03132,79.9,85.4,63.7,87.2,74.4,73.4,76.6,3,33,33,0,0.0,0.18,0.0,-1.0,1.0,0.6789565623020946,1.415829383886256,-4.820000000000007,0.18,0,2.118,1
STU03133,86.8,78.2,63.3,83.0,60.9,60.4,66.9,2,30,30,0,0.0,0.55,0.0,-0.5,1.0,0.645437671989191,0.9996551724137932,0.0,0.55,1,1.26,2
STU03134,95.0,87.9,94.1,87.4,92.4,90.7,90.6,6,90,90,0,0.0,0.55,0.0,-1.7000000000000028,1.0,0.9042863065642586,1.5916216216216215,-2.3549999999999898,0.55,1,3.6,0
STU03135,81.2,90.4,80.6,94.1,90.8,88.6,89.6,3,33,33,0,0.0,0.82,0.0,-2.200000000000003,1.0,0.8317739615873927,2.496,-4.019999999999996,0.82,3,3.464,0
STU03136,99.6,71.5,94.5,78.2,73.4,74.6,76.3,3,33,33,0,0.0,0.82,0.0,1.1999999999999886,1.0,0.6898512901490284,2.3430708661417317,-2.4399999999999977,0.82,3,2.118,1
STU03137,88.0,66.8,56.8,63.3,48.9,45.0,53.3,1,15,0,5,0.0,0.71,1.0,-3.8999999999999986,0.0,0.6918459980969112,1.6763709677419354,0.0,0.71,3,0.0,2
STU03138,83.6,66.6,77.5,81.4,83.1,84.0,80.1,6,90,90,0,0.0,0.55,0.0,0.9000000000000057,1.0,0.7628713429380581,1.816220930232558,-1.605000000000004,0.55,1,2.51,0
STU03139,81.6,67.8,63.6,79.5,63.2,63.8,66.6,1,15,15,0,0.0,0.8,0.0,0.5999999999999943,1.0,0.7693921076805913,1.2251886792452826,0.0,0.8,3,1.14,2
STU03140,87.1,97.7,75.5,94.6,90.2,84.4,88.8,5,63,63,0,0.0,0.62,0.0,-5.799999999999997,1.0,0.7062937975913117,1.990344827586207,-0.5318181818181813,0.62,1,3.371,0
STU03141,81.8,90.2,82.1,96.4,94.1,87.0,90.5,3,45,45,0,0.0,0.62,0.0,-7.099999999999994,1.0,0.8105475726673784,1.7217073170731707,-3.6299999999999955,0.62,1,3.6,0
STU03142,85.1,55.7,72.3,74.7,78.8,73.4,72.4,1,15,15,0,0.0,0.55,0.0,-5.3999999999999915,1.0,0.7036949769803647,1.9745454545454546,0.0,0.55,1,1.8,2
STU03143,93.5,77.9,87.4,87.3,93.5,85.3,87.1,1,15,15,0,0.0,0.22,0.0,-8.200000000000003,1.0,0.813208375158009,2.5734090909090908,0.0,0.22,0,3.18,0
STU03144,92.4,76.5,85.8,80.2,92.2,93.9,87.9,5,75,75,0,0.0,0.55,0.0,1.7000000000000028,1.0,0.7503402315149675,1.5168584070796463,-0.21666666666666856,0.55,1,3.264,0
STU03145,97.7,95.1,94.9,94.6,91.8,91.9,93.0,1,15,15,0,0.0,0.71,0.0,0.10000000000000853,1.0,0.9445924192912197,1.082686567164179,0.0,0.71,3,3.66,0
STU03146,73.2,67.1,72.5,80.2,94.2,94.7,86.0,2,30,30,0,0.0037180640123591117,0.8,0.0,0.5,1.0,0.5832360113658783,1.95,0.0,0.8,2,3.06,0
STU03147,79.1,75.0,31.6,56.4,50.1,50.2,53.0,3,33,0,11,0.0,0.82,1.0,0.10000000000000142,0.0,0.4811358559314395,1.61484375,-1.6099999999999994,0.82,3,0.0,2
STU03148,72.8,54.5,57.7,65.2,79.1,72.0,69.1,3,33,33,0,0.005023913186322371,0.82,0.0,-7.099999999999994,1.0,0.6629622507130034,2.0111194029850745,6.950000000000003,0.82,3,1.4,2
STU03149,59.4,78.8,46.3,71.2,76.1,71.1,71.3,2,21,21,0,0.09486259536824829,0.71,0.0,-5.0,1.0,0.5684202146634865,4.753333333333332,0.0,0.71,3,1.557,2
STU03150,87.9,87.9,85.9,91.1,93.2,90.6,90.6,6,90,90,0,0.0,0.55,0.0,-2.6000000000000085,1.0,0.9047051359667737,1.4305263157894736,-1.0699999999999932,0.55,1,3.543,0
STU03151,71.6,52.8,70.5,73.8,95.3,94.6,83.0,2,30,30,0,0.009652203739925794,0.55,0.0,-0.7000000000000028,1.0,0.4032541951923285,2.509302325581395,0.0,0.55,1,2.8,0
STU03152,78.3,96.1,73.6,95.4,93.1,89.6,90.9,2,30,30,0,0.0,0.8,0.0,-3.5,1.0,0.6908200811465559,1.5548684210526318,0.0,0.8,2,3.52,0
STU03153,66.0,85.3,55.1,87.5,87.9,83.4,82.8,2,30,30,0,0.041569219381653054,0.62,0.0,-4.5,1.0,0.5350651180601262,1.582941176470588,0.0,0.62,1,2.77,1
STU03154,67.2,57.7,43.9,60.9,62.4,59.1,58.6,6,90,39,17,0.03353899223292195,0.55,0.5666666666666667,-3.299999999999997,0.43333333333333335,0.7524116319372011,1.3364912280701753,0.16499999999999915,0.55,1,0.453,2
STU03155,69.6,62.0,51.1,66.5,71.8,70.2,67.0,8,117,105,3,0.019319627325598214,0.55,0.07692307692307693,-1.5999999999999943,0.8974358974358975,0.723399606331123,1.603067484662577,-1.8885714285714243,0.55,1,1.185,2
STU03156,88.9,93.9,79.2,91.8,90.4,82.1,87.5,2,30,30,0,0.0,0.62,0.0,-8.300000000000011,1.0,0.7853245343418219,1.640625,0.0,0.62,1,3.24,0
STU03157,74.1,51.3,59.0,67.4,75.4,71.8,67.9,3,45,45,0,0.0013145341380124112,0.55,0.0,-3.6000000000000085,1.0,0.6734660133394312,3.578513513513514,1.1299999999999955,0.55,1,1.393,2
STU03158,76.8,48.4,65.0,65.8,74.9,74.3,68.4,2,30,27,1,0.0,0.55,0.1,-0.6000000000000085,0.9,0.6431667055892906,2.1340800000000004,0.0,0.55,1,1.4,2
STU03159,75.1,79.2,71.0,85.3,82.0,85.3,82.0,3,33,33,0,0.0,0.18,0.0,3.299999999999997,1.0,0.8026199379651306,2.4227272727272724,-1.1899999999999977,0.18,0,2.727,0
STU03160,83.3,60.6,52.0,59.0,53.3,53.8,55.3,5,63,12,17,0.0,0.62,0.8095238095238095,0.5,0.19047619047619047,0.8731229816799836,1.3479374999999996,-4.857272727272722,0.62,1,0.19,2
STU03161,74.5,76.0,56.9,74.4,74.8,64.5,70.1,2,27,27,0,0.0005443310539518174,0.22,0.0,-10.299999999999997,1.0,0.7221371241461396,1.4313612565445024,0.0,0.22,0,1.522,2
STU03162,84.4,98.3,70.0,98.7,92.3,88.5,90.8,2,27,27,0,0.0,0.22,0.0,-3.799999999999997,1.0,0.6087228887632478,1.7705999999999995,0.0,0.22,0,3.556,0
STU03163,79.8,55.6,76.7,76.5,92.4,87.9,81.6,4,60,60,0,0.0,0.55,0.0,-4.5,1.0,0.5253925598747715,2.3060869565217392,0.5700000000000074,0.55,1,2.645,0
STU03164,75.8,85.7,72.5,90.3,88.0,90.1,87.1,3,33,33,0,0.0,0.82,0.0,2.0999999999999943,1.0,0.753171224440009,2.0587272727272725,-7.680000000000007,0.82,3,3.245,0
STU03165,98.1,88.0,89.3,92.0,94.2,90.6,91.4,2,30,30,0,0.0,0.8,0.0,-3.6000000000000085,1.0,0.9198473678258509,1.8094416243654823,0.0,0.8,2,3.67,0
STU03166,97.2,78.1,94.4,94.5,91.6,95.6,91.5,2,24,24,0,0.0,0.75,0.0,4.0,1.0,0.7575518383012336,1.2015151515151516,0.0,0.75,2,3.712,0
STU03167,77.2,72.8,74.8,86.0,85.9,82.8,81.9,8,117,117,0,0.0,0.55,0.0,-3.1000000000000085,1.0,0.7915187191989542,1.90125,-1.6814285714285688,0.55,1,2.677,0
STU03168,93.7,76.3,83.3,82.9,88.4,85.4,84.3,7,105,105,0,0.0,0.55,0.0,-3.0,1.0,0.8513281017362953,1.8264999999999998,-3.332000000000008,0.55,1,2.943,0
STU03169,88.4,84.0,84.1,90.7,96.4,92.9,91.4,1,15,15,0,0.0,0.55,0.0,-3.5,1.0,0.8174653761915593,1.9585714285714286,0.0,0.55,1,3.6,0
STU03170,83.4,88.0,77.2,91.0,89.7,88.0,87.9,2,30,30,0,0.0,0.8,0.0,-1.7000000000000028,1.0,0.8166000121168064,1.7140499999999999,0.0,0.8,2,3.35,0
STU03171,67.1,68.9,47.0,75.9,80.2,78.2,74.0,2,27,27,0,0.03418603570227234,0.22,0.0,-2.0,1.0,0.5477549828294892,0.9717171717171718,0.0,0.22,0,1.856,2
STU03172,73.5,93.9,69.3,95.3,93.4,88.4,89.9,2,24,24,0,0.00282842712474619,0.75,0.0,-5.0,1.0,0.6397948115618296,1.9587150837988825,0.0,0.75,2,3.475,0
STU03173,96.2,64.8,69.5,62.1,53.0,52.8,57.7,1,15,6,3,0.0,0.82,0.6,-0.20000000000000284,0.4,0.7541612994936178,2.2730303030303034,0.0,0.82,3,0.4,2
STU03174,64.9,71.5,61.4,87.5,75.8,71.8,74.3,2,27,27,0,0.04941856900966437,0.22,0.0,-4.0,1.0,0.6861794568016087,2.162462686567164,0.0,0.22,0,1.922,2
STU03175,61.8,58.0,43.0,64.6,64.9,65.2,61.7,2,24,15,3,0.0738361429111787,0.75,0.375,0.29999999999999716,0.625,0.6831088514962906,2.270094339622642,0.0,0.75,2,0.662,2
STU03176,82.2,96.0,72.0,91.4,82.7,79.6,84.0,6,90,90,0,0.0,0.55,0.0,-3.1000000000000085,1.0,0.682355894470277,1.2456273764258556,-1.7999999999999972,0.55,1,2.88,0
STU03177,81.5,91.2,76.0,84.8,83.3,82.5,83.7,3,33,33,0,0.0,0.18,0.0,-0.7999999999999972,1.0,0.8187604409137514,1.5325352112676058,0.060000000000002274,0.18,0,2.909,0
STU03178,70.8,78.3,64.6,79.2,85.7,83.7,80.9,5,63,63,0,0.013252018714143153,0.62,0.0,-2.0,1.0,0.7249141548130433,2.7921238938053095,-3.0081818181818107,0.62,1,2.595,0
STU03179,75.9,71.3,57.4,70.9,65.6,62.5,65.5,6,90,84,2,0.0,0.55,0.06666666666666667,-3.0999999999999943,0.9333333333333333,0.8046285588935782,2.2407894736842104,-3.1099999999999994,0.55,1,1.13,2
STU03180,80.4,69.3,73.7,75.1,78.8,78.0,76.1,3,33,33,0,0.0,0.73,0.0,-0.7999999999999972,1.0,0.873478152962511,1.9918791946308723,-5.670000000000002,0.73,2,2.118,1
STU03181,87.9,81.1,68.9,80.9,80.1,81.3,79.6,3,33,33,0,0.0,0.18,0.0,1.2000000000000028,1.0,0.8212139702201416,1.2467469879518072,2.6200000000000045,0.18,0,2.427,1
STU03182,92.9,70.7,91.6,90.5,93.0,92.5,89.0,3,45,45,0,0.0,0.62,0.0,-0.5,1.0,0.6823821303655742,1.3828685258964144,-3.010000000000005,0.62,1,3.413,0
STU03183,69.2,69.5,50.1,78.9,74.7,70.6,70.8,3,45,45,0,0.021505527282624413,0.4,0.0,-4.1000000000000085,1.0,0.6309802775520588,1.3469268292682925,-7.75,0.4,1,1.647,2
STU03184,86.4,87.9,86.0,93.8,91.4,95.1,91.8,2,30,30,0,0.0,0.55,0.0,3.6999999999999886,1.0,0.8716645021827555,1.510632911392405,0.0,0.55,1,3.68,0
STU03185,93.5,88.5,85.8,95.8,95.5,92.9,92.7,2,30,30,0,0.0,0.55,0.0,-2.5999999999999943,1.0,0.8530495170322858,1.3694318181818184,0.0,0.55,1,3.81,0
STU03186,76.6,52.4,59.4,50.4,67.5,68.2,62.1,2,30,21,3,0.0,0.55,0.3,0.7000000000000028,0.7,0.7246779663335638,4.104915254237287,0.0,0.55,1,0.73,2
STU03187,70.6,70.6,70.2,79.4,94.4,88.1,84.3,3,33,33,0,0.014209772328564255,0.82,0.0,-6.300000000000011,1.0,0.6439912610311058,1.5508018867924527,3.219999999999999,0.82,3,2.909,0
STU03188,77.5,75.2,61.2,65.1,80.4,76.2,74.1,1,15,15,0,0.0,0.18,0.0,-4.200000000000003,1.0,0.7302429076207839,1.482,0.0,0.18,0,2.0,1
STU03189,86.0,53.3,80.6,67.0,90.4,90.3,80.3,6,90,90,0,0.0,0.55,0.0,-0.10000000000000853,1.0,0.46542124579773614,1.9451552795031055,0.3149999999999977,0.55,1,2.547,0
STU03190,76.7,46.7,71.2,60.7,85.4,85.8,74.6,4,60,60,0,0.0,0.62,0.0,0.3999999999999915,1.0,0.44282159250579556,1.7526506024096384,0.7999999999999972,0.62,1,1.975,2
STU03191,79.5,48.9,79.2,71.5,91.1,90.7,80.5,7,105,105,0,0.0,0.55,0.0,-0.3999999999999915,1.0,0.42058266815321754,1.9260736196319022,-0.6539999999999964,0.55,1,2.571,0
STU03192,87.9,86.8,52.8,73.1,55.2,51.9,61.4,3,45,36,3,0.0,0.55,0.2,-3.3000000000000043,0.8,0.48577674541542215,1.4253571428571428,-0.35999999999999943,0.55,1,0.8,2
STU03193,83.9,53.3,70.2,76.2,77.0,73.5,71.6,3,33,33,0,0.0,0.73,0.0,-3.5,1.0,0.675700755474207,1.3425,-7.25,0.73,2,1.627,2
STU03194,86.8,86.4,86.7,94.6,95.2,93.8,92.5,2,24,24,0,0.0,0.75,0.0,-1.4000000000000057,1.0,0.8532651673558351,1.6397727272727274,0.0,0.75,2,3.663,0
STU03195,91.7,55.0,77.8,69.1,77.0,77.6,72.8,2,30,30,0,0.0,0.8,0.0,0.5999999999999943,1.0,0.6729933741751808,1.7525925925925923,0.0,0.8,2,1.87,2
STU03196,88.0,66.7,74.4,79.7,86.1,83.4,80.3,5,63,63,0,0.0,0.62,0.0,-2.6999999999999886,1.0,0.7427215084344939,1.3269915254237288,-3.0027272727272845,0.62,1,2.576,0
STU03197,91.2,77.6,84.4,92.4,94.8,91.1,89.7,3,33,33,0,0.0,0.73,0.0,-3.700000000000003,1.0,0.7664810262288926,1.495,-3.210000000000008,0.73,2,3.491,0
STU03198,81.7,49.0,70.5,58.6,82.2,80.2,71.9,7,105,105,0,0.0,0.55,0.0,-2.0,1.0,0.5268192734271608,3.4618518518518524,-0.8999999999999915,0.55,1,1.717,2
STU03199,75.1,84.9,65.9,91.3,89.8,88.1,86.4,7,105,105,0,0.0,0.55,0.0,-1.7000000000000028,1.0,0.6535256943950325,1.719183673469388,-3.912000000000006,0.55,1,3.151,0
STU03200,93.6,72.9,77.3,80.0,75.8,78.2,76.9,3,33,33,0,0.0,0.18,0.0,2.4000000000000057,1.0,0.9107873950111932,1.9730921052631576,4.549999999999997,0.18,0,2.218,1
STU03201,69.4,54.9,57.5,76.2,82.9,79.0,74.0,3,33,33,0,0.020402817525110636,0.82,0.0,-3.9000000000000057,1.0,0.5685747135623853,2.576785714285714,0.7099999999999937,0.82,3,1.882,2
STU03202,92.5,81.8,89.4,94.6,94.1,96.0,92.4,3,33,33,0,0.0,0.18,0.0,1.9000000000000057,1.0,0.8066321869826545,2.52,4.3700000000000045,0.18,0,3.755,0
STU03203,78.8,87.4,76.3,83.3,90.0,93.7,88.3,2,30,30,0,0.0,0.18,0.0,3.700000000000003,1.0,0.7773068877979782,1.6964039408866998,0.0,0.18,0,3.34,0
STU03204,68.2,83.8,40.6,82.6,56.8,55.5,62.7,2,30,24,2,0.027300554871582654,0.8,0.2,-1.2999999999999972,0.8,0.37426665246111257,1.0317721518987342,0.0,0.8,2,0.86,2
STU03205,87.3,91.1,86.8,97.3,93.4,84.8,90.4,1,15,15,0,0.0,0.18,0.0,-8.600000000000009,1.0,0.8324788570557933,2.162944785276074,0.0,0.18,0,3.54,0
STU03206,94.7,85.0,80.9,82.7,81.1,78.4,81.1,4,48,48,0,0.0,0.4,0.0,-2.6999999999999886,1.0,0.9187801337931005,1.3289495798319328,0.8200000000000074,0.4,1,2.562,0
STU03207,88.4,71.5,86.2,79.0,90.2,93.0,86.2,6,90,90,0,0.0,0.55,0.0,2.799999999999997,1.0,0.7086773457334825,2.4719117647058826,-2.0,0.55,1,3.123,0
STU03208,79.7,79.4,68.1,73.5,63.1,60.1,66.7,8,117,105,3,0.0,0.55,0.07692307692307693,-3.0,0.8974358974358975,0.7401325124008178,3.716142857142857,-2.625714285714281,0.55,1,1.141,2
STU03209,88.3,94.3,64.5,86.0,68.0,69.3,74.7,8,117,117,0,0.0,0.55,0.0,1.2999999999999972,1.0,0.5669398296874775,1.0870522388059702,-1.6878571428571405,0.55,1,1.959,2
STU03210,68.2,76.0,52.2,75.0,66.5,65.3,67.4,6,90,84,2,0.027300554871582654,0.55,0.06666666666666667,-1.2000000000000028,0.9333333333333333,0.6806343092246063,2.987045454545455,-2.7700000000000102,0.55,1,1.233,2
STU03211,80.9,93.7,71.7,88.9,89.5,88.3,87.9,5,63,63,0,0.0,0.62,0.0,-1.2000000000000028,1.0,0.7167411862703024,1.3822983870967742,-3.3381818181818232,0.62,1,3.267,0
STU03212,76.5,75.7,70.9,85.2,95.0,92.3,87.4,2,30,30,0,0.0,0.82,0.0,-2.700000000000003,1.0,0.6537229753827469,1.3367058823529414,0.0,0.82,3,3.23,0
STU03213,87.0,65.7,74.3,76.8,88.1,87.7,81.6,2,30,30,0,0.0,0.8,0.0,-0.3999999999999915,1.0,0.6832596576934911,1.5991959798994975,0.0,0.8,3,2.63,0
STU03214,93.0,94.8,90.0,96.8,93.7,85.3,91.4,2,30,30,0,0.0,0.8,0.0,-8.400000000000006,1.0,0.8485367664708325,1.268540925266904,0.0,0.8,2,3.65,0
STU03215,82.7,87.2,79.2,92.2,83.5,78.5,83.4,4,60,60,0,0.0,0.55,0.0,-5.0,1.0,0.8092791452293576,1.4988940092165899,-0.7700000000000102,0.55,1,2.91,0
STU03216,85.2,64.9,69.4,71.5,79.0,72.5,72.8,3,33,33,0,0.0,0.82,0.0,-6.5,1.0,0.8290451651588774,1.2731838565022422,3.579999999999984,0.82,3,1.727,2
STU03217,64.0,56.6,46.9,63.1,68.6,75.7,65.9,2,30,24,2,0.05616905698837184,0.62,0.2,7.1000000000000085,0.8,0.6312679382894222,1.1223144104803493,0.0,0.62,1,1.16,2
STU03218,79.6,82.2,72.0,88.6,86.7,88.9,85.5,2,30,30,0,0.0,0.55,0.0,2.200000000000003,1.0,0.7647767018341933,1.8946022727272729,0.0,0.55,1,3.07,0
STU03219,65.3,77.4,43.3,70.9,61.8,64.2,64.4,5,63,54,3,0.046512074099496356,0.62,0.14285714285714285,2.4000000000000057,0.8571428571428571,0.5720241439831758,1.0508786610878662,-1.1918181818181708,0.62,1,0.952,2
STU03220,86.8,89.1,84.9,93.8,93.6,90.6,91.2,3,45,45,0,0.0,0.62,0.0,-3.0,1.0,0.8777752525513394,1.7350243902439024,1.6200000000000045,0.62,1,3.633,0
STU03221,62.8,73.9,42.6,67.3,58.0,57.2,60.0,3,45,21,8,0.06560664826293369,0.62,0.5333333333333333,-0.7999999999999972,0.4666666666666667,0.6052778755180354,1.2061855670103092,-4.199999999999996,0.62,1,0.513,2
STU03222,77.6,61.8,76.6,73.7,87.7,86.7,80.3,2,30,30,0,0.0,0.8,0.0,-1.0,1.0,0.646360195804953,2.9825714285714287,0.0,0.8,3,2.5,0
STU03223,69.4,59.3,51.2,76.1,67.5,70.6,66.9,3,33,33,0,0.020402817525110636,0.82,0.0,3.0999999999999943,1.0,0.6735153568355441,3.033837209302326,-4.470000000000013,0.82,3,1.282,2
STU03224,82.2,70.9,77.3,82.8,94.5,91.0,86.5,1,15,15,0,0.0,0.75,0.0,-3.5,1.0,0.6773632934019372,2.3757042253521123,0.0,0.75,2,3.14,0
STU03225,74.0,55.7,59.4,60.6,83.6,83.2,73.4,1,15,15,0,0.0015396007178390021,0.55,0.0,-0.3999999999999915,1.0,0.5426039887459544,2.202,0.0,0.55,1,1.74,2
STU03226,78.2,72.3,70.0,77.0,73.3,80.8,75.6,2,30,30,0,0.0,0.8,0.0,7.5,1.0,0.8582764819955575,1.4174999999999998,0.0,0.8,3,2.07,1
STU03227,82.8,73.1,54.9,71.4,58.0,58.5,62.1,2,24,15,3,0.0,0.75,0.375,0.5,0.625,0.7194905428411449,2.8832142857142857,0.0,0.75,2,0.625,2
