student_id,programme,school,semester,credits_registered,credits_passed,failed_courses,failed_ratio,cumulative_gpa,gpa_band,risk_level,avg_attendance,avg_assignments,avg_quizzes,avg_labs,avg_midterm,avg_final,avg_overall,study_hours,base_exam,anxiety,attendance_base
STU03007,EEE,ENGR,2,30,30,0,0.0,3.77,High (>=3.5),Low Risk,97.4,96.6,86.9,98.2,94.6,88.1,92.7,29.3,100.0,0.31,100.0
STU03008,CSAI,CS&AI,4,60,60,0,0.0,2.8,Average (2.5-3.0),Low Risk,77.2,93.6,67.9,84.3,80.4,84.7,83.0,20.6,88.7,0.382,76.5
STU03009,CSAI,CS&AI,3,45,30,5,0.3333,0.713,At Risk (<2.0),High Risk,77.1,81.4,39.2,71.7,57.6,56.4,61.1,15.4,60.3,0.326,75.5
STU03010,MATH,SCI,3,33,33,0,0.0,3.882,High (>=3.5),Low Risk,98.2,97.4,96.0,94.6,94.1,95.3,95.2,24.2,100.0,0.238,100.0
STU03011,DSAI,CS&AI,4,60,0,20,1.0,0.0,At Risk (<2.0),High Risk,68.8,49.7,28.4,49.5,46.9,45.3,45.4,17.6,51.4,0.155,68.5
STU03012,BUS,BUS,3,33,33,0,0.0,2.436,Below Average (2.0-2.5),Medium Risk,94.7,70.2,82.3,72.3,85.7,81.0,79.6,23.5,86.8,0.534,91.7
STU03013,MATH,SCI,3,33,18,5,0.4545,0.6,At Risk (<2.0),High Risk,75.0,66.4,48.2,65.8,59.1,62.6,61.1,19.0,67.2,0.211,74.6
STU03014,CIV,ENGR,2,24,24,0,0.0,2.075,Below Average (2.0-2.5),Medium Risk,78.4,84.4,66.3,78.0,76.3,74.4,76.2,22.8,84.1,0.549,78.7
STU03015,DSAI,CS&AI,5,63,63,0,0.0,1.971,At Risk (<2.0),High Risk,75.8,85.8,62.0,86.6,71.2,71.1,74.8,25.0,78.1,0.203,75.4
STU03016,MATH,SCI,3,33,33,0,0.0,3.282,Good (3.0-3.5),Low Risk,96.6,66.7,88.6,77.3,97.7,95.4,88.4,19.8,100.0,0.249,96.6
STU03017,BUS,BUS,3,33,33,0,0.0,2.218,Below Average (2.0-2.5),Medium Risk,63.8,78.3,58.5,77.6,80.3,79.6,77.2,18.9,87.1,0.346,65.3
STU03018,CSAI,CS&AI,4,60,57,1,0.05,1.32,At Risk (<2.0),High Risk,85.4,80.8,64.2,79.6,64.1,61.4,68.1,8.7,73.0,0.497,82.6
STU03019,DSAI,CS&AI,5,63,63,0,0.0,2.205,Below Average (2.0-2.5),Medium Risk,81.7,90.9,67.7,88.4,75.1,70.3,77.3,20.2,81.9,0.384,82.2
STU03020,DSAI,CS&AI,4,60,60,0,0.0,3.685,High (>=3.5),Low Risk,86.4,96.4,85.1,96.5,92.9,91.5,92.8,25.8,100.0,0.218,88.7
STU03021,DSAI,CS&AI,5,63,12,17,0.8095,0.19,At Risk (<2.0),High Risk,77.0,76.2,42.3,72.2,52.6,49.6,57.2,17.7,60.5,0.412,75.6
STU03022,MATH,SCI,3,33,33,0,0.0,3.482,Good (3.0-3.5),Low Risk,95.2,87.8,91.3,91.2,88.9,94.5,91.0,23.4,99.9,0.332,93.8
STU03023,SWE,CS&AI,4,48,48,0,0.0,3.3,Good (3.0-3.5),Low Risk,85.8,88.9,74.7,93.2,88.7,89.0,88.1,14.2,93.5,0.342,84.9
STU03024,MECH,ENGR,3,33,33,0,0.0,2.355,Below Average (2.0-2.5),Medium Risk,87.9,68.9,80.8,74.8,79.6,82.9,78.4,22.5,90.4,0.613,88.2
STU03025,DSAI,CS&AI,5,63,63,0,0.0,3.424,Good (3.0-3.5),Low Risk,83.8,69.1,82.1,88.6,96.0,95.4,89.3,14.6,100.0,0.119,81.6
STU03026,CSAI,CS&AI,4,60,60,0,0.0,2.65,Average (2.5-3.0),Low Risk,78.8,86.5,67.5,79.1,84.5,82.2,81.6,15.6,87.9,0.401,82.1
STU03027,DSAI,CS&AI,4,60,0,20,1.0,0.0,At Risk (<2.0),High Risk,61.7,48.1,31.0,42.9,44.9,41.1,42.6,21.6,53.0,0.342,60.0
STU03028,CHEM,SCI,2,21,21,0,0.0,1.271,At Risk (<2.0),High Risk,68.3,57.7,51.0,64.3,68.0,77.7,67.1,17.9,79.7,0.405,65.5
STU03029,EEE,ENGR,1,15,15,0,0.0,2.34,Below Average (2.0-2.5),Medium Risk,69.1,63.3,60.6,66.7,86.8,87.1,77.7,19.7,89.9,0.323,73.2
STU03030,DSAI,CS&AI,5,63,21,14,0.6667,0.348,At Risk (<2.0),High Risk,77.6,51.2,63.2,51.5,60.0,63.9,58.9,21.6,71.3,0.433,77.3
STU03031,PHYS,SCI,2,30,30,0,0.0,1.47,At Risk (<2.0),High Risk,81.8,80.8,60.9,81.2,67.6,63.7,69.8,17.9,75.1,0.343,82.2
STU03032,CSAI,CS&AI,8,117,117,0,0.0,3.744,High (>=3.5),Low Risk,96.5,97.0,92.9,97.9,90.5,90.7,92.9,21.1,100.0,0.411,98.3
STU03033,DSAI,CS&AI,5,63,63,0,0.0,3.029,Good (3.0-3.5),Low Risk,69.3,77.2,69.7,80.3,92.7,90.0,85.4,20.1,100.0,0.477,70.0
STU03034,DSAI,CS&AI,2,30,30,0,0.0,3.22,Good (3.0-3.5),Low Risk,83.5,80.5,74.4,88.6,86.0,94.8,87.0,12.7,100.0,0.299,83.0
STU03035,FIN,BUS,1,15,12,1,0.2,0.92,At Risk (<2.0),High Risk,68.1,54.0,53.4,54.1,70.0,71.5,64.0,15.8,76.2,0.323,75.4
STU03036,MATH,SCI,3,33,33,0,0.0,3.545,High (>=3.5),Low Risk,96.1,83.5,94.3,88.0,94.6,90.9,90.8,22.3,100.0,0.165,100.0
STU03037,EEE,ENGR,2,30,21,3,0.3,0.7,At Risk (<2.0),High Risk,81.9,69.4,55.8,71.5,55.6,56.8,60.4,17.1,68.7,0.527,83.4
STU03038,CSAI,CS&AI,6,90,90,0,0.0,3.373,Good (3.0-3.5),Low Risk,96.0,75.1,94.5,92.6,91.1,89.0,88.6,26.7,100.0,0.417,100.0
STU03039,CSAI,CS&AI,6,90,90,0,0.0,3.213,Good (3.0-3.5),Low Risk,89.1,74.0,85.7,85.0,91.4,92.2,87.5,24.5,100.0,0.232,89.8
STU03040,EEE,ENGR,2,30,18,4,0.4,0.6,At Risk (<2.0),High Risk,76.3,72.2,47.5,66.6,52.9,61.6,59.9,28.4,61.1,0.227,77.9
STU03041,DSAI,CS&AI,4,60,60,0,0.0,1.76,At Risk (<2.0),High Risk,87.7,59.4,74.0,72.8,78.6,72.3,72.5,21.3,81.8,0.234,86.7
STU03042,BUS,BUS,3,33,33,0,0.0,3.518,High (>=3.5),Low Risk,72.1,76.0,71.9,88.9,96.6,95.8,89.7,22.0,99.4,0.364,69.2
STU03043,MATH,SCI,3,33,33,0,0.0,3.327,Good (3.0-3.5),Low Risk,75.6,89.3,75.8,90.5,90.4,90.6,88.9,30.2,100.0,0.274,75.9
STU03044,SWE,CS&AI,4,48,48,0,0.0,3.575,High (>=3.5),Low Risk,93.7,84.7,89.6,89.3,94.6,93.4,91.4,22.9,100.0,0.507,95.5
STU03045,MATH,SCI,2,30,30,0,0.0,1.64,At Risk (<2.0),High Risk,82.4,72.5,63.5,75.8,69.2,74.5,71.7,28.1,77.3,0.265,84.1
STU03046,FIN,BUS,2,27,27,0,0.0,3.067,Good (3.0-3.5),Low Risk,83.6,84.4,70.4,82.5,88.6,88.2,85.1,17.2,98.6,0.331,82.0
STU03047,SWE,CS&AI,4,48,48,0,0.0,2.75,Average (2.5-3.0),Low Risk,77.1,63.3,73.6,74.3,89.4,90.8,82.1,18.8,100.0,0.317,74.5
STU03048,EEE,ENGR,2,30,30,0,0.0,1.49,At Risk (<2.0),High Risk,76.1,70.3,55.8,73.5,70.2,72.4,69.9,14.7,75.2,0.33,77.5
STU03049,BUS,BUS,3,33,33,0,0.0,2.573,Average (2.5-3.0),Low Risk,75.8,67.8,66.9,81.8,86.3,85.1,80.6,28.7,89.8,0.144,76.9
STU03050,DSAI,CS&AI,5,63,21,14,0.6667,0.367,At Risk (<2.0),High Risk,77.1,68.9,47.8,65.6,54.7,56.1,58.2,29.7,59.9,0.191,78.2
STU03051,BUS,BUS,3,33,33,0,0.0,3.873,High (>=3.5),Low Risk,96.7,92.2,94.0,96.7,92.0,95.5,94.0,20.9,100.0,0.296,99.8
STU03052,CSAI,CS&AI,2,30,30,0,0.0,2.84,Average (2.5-3.0),Low Risk,75.9,54.3,71.2,70.0,95.8,95.2,83.1,8.6,100.0,0.466,77.2
STU03053,EEE,ENGR,1,15,15,0,0.0,2.62,Average (2.5-3.0),Low Risk,91.9,63.7,83.1,79.2,87.7,81.5,80.5,19.4,97.9,0.243,91.0
STU03054,PHYS,SCI,2,30,30,0,0.0,1.97,At Risk (<2.0),High Risk,78.8,68.3,69.3,66.9,75.8,80.8,74.2,28.3,82.9,0.256,81.7
STU03055,EEE,ENGR,2,30,24,2,0.2,0.83,At Risk (<2.0),High Risk,72.4,62.9,51.4,71.4,60.6,65.6,63.1,15.3,69.8,0.394,72.2
STU03056,SWE,CS&AI,4,48,18,10,0.625,0.375,At Risk (<2.0),High Risk,80.8,61.1,48.7,65.7,52.3,57.7,56.9,17.7,59.4,0.461,81.4
STU03057,EEE,ENGR,2,30,6,8,0.8,0.2,At Risk (<2.0),High Risk,85.2,67.0,49.5,62.9,57.4,52.5,57.4,18.7,61.7,0.356,81.3
STU03058,CSAI,CS&AI,7,105,105,0,0.0,3.309,Good (3.0-3.5),Low Risk,78.9,80.2,78.2,91.0,90.9,91.0,88.1,25.1,100.0,0.326,78.2
STU03059,CSAI,CS&AI,4,60,60,0,0.0,1.81,At Risk (<2.0),High Risk,68.9,63.2,55.6,71.1,80.9,77.1,73.1,26.4,84.9,0.177,68.7
STU03060,DSAI,CS&AI,3,45,45,0,0.0,3.767,High (>=3.5),Low Risk,68.7,94.0,66.7,98.6,92.4,96.6,92.2,28.6,100.0,0.124,68.6
STU03061,EEE,ENGR,2,30,12,6,0.6,0.43,At Risk (<2.0),High Risk,78.9,54.0,52.4,68.0,54.2,60.4,57.9,20.4,64.3,0.254,78.2
STU03062,SWE,CS&AI,1,15,15,0,0.0,3.28,Good (3.0-3.5),Low Risk,84.7,74.4,88.1,84.7,91.5,91.7,87.6,21.2,100.0,0.291,87.3
STU03063,DSAI,CS&AI,3,45,39,2,0.1333,1.193,At Risk (<2.0),High Risk,67.5,67.0,52.0,70.1,67.7,69.8,67.0,18.9,74.4,0.451,68.1
STU03064,BUS,BUS,3,33,33,0,0.0,2.418,Below Average (2.0-2.5),Medium Risk,84.9,67.5,73.0,79.9,83.0,83.3,79.3,17.4,88.0,0.428,83.8
STU03065,DSAI,CS&AI,5,63,45,6,0.2857,0.729,At Risk (<2.0),High Risk,61.5,53.7,39.3,58.8,72.0,65.1,61.9,26.4,75.0,0.237,61.2
STU03066,SWE,CS&AI,4,48,48,0,0.0,3.812,High (>=3.5),Low Risk,93.0,95.5,91.9,98.1,94.0,91.1,93.7,23.5,100.0,0.316,94.4
STU03067,SWE,CS&AI,4,48,48,0,0.0,2.744,Average (2.5-3.0),Low Risk,96.1,96.5,77.3,92.2,78.6,77.2,82.8,19.8,82.3,0.258,93.9
STU03068,CSAI,CS&AI,3,45,45,0,0.0,2.033,Below Average (2.0-2.5),Medium Risk,81.9,78.3,63.2,84.4,74.5,74.7,75.5,16.7,81.1,0.293,80.9
STU03069,MATH,SCI,3,33,33,0,0.0,3.627,High (>=3.5),Low Risk,95.0,94.0,92.0,97.8,88.3,91.1,91.8,32.3,93.6,0.075,94.9
STU03070,SWE,CS&AI,3,45,45,0,0.0,2.847,Average (2.5-3.0),Low Risk,80.6,67.8,76.6,79.4,89.6,90.2,83.7,29.0,91.6,0.121,80.7
STU03071,CSAI,CS&AI,1,15,12,1,0.2,0.94,At Risk (<2.0),High Risk,58.8,55.0,40.2,62.3,73.8,73.9,65.9,18.0,80.1,0.263,60.0
STU03072,FIN,BUS,2,27,27,0,0.0,3.489,Good (3.0-3.5),Low Risk,96.9,69.9,87.7,86.4,97.0,95.0,89.8,24.7,100.0,0.137,100.0
STU03073,PHYS,SCI,2,30,30,0,0.0,1.53,At Risk (<2.0),High Risk,77.5,56.2,63.0,64.6,76.6,74.9,69.9,17.2,83.1,0.39,82.8
STU03074,MATH,SCI,1,15,15,0,0.0,2.32,Below Average (2.0-2.5),Medium Risk,83.9,71.1,70.7,81.3,74.2,87.3,78.4,20.6,87.5,0.31,86.2
STU03075,BUS,BUS,1,15,15,0,0.0,3.94,High (>=3.5),Low Risk,88.2,87.6,90.3,88.4,97.1,97.1,93.7,15.1,100.0,0.302,90.4
STU03076,BUS,BUS,3,33,33,0,0.0,2.964,Average (2.5-3.0),Low Risk,94.0,78.7,93.9,83.4,86.9,84.1,85.0,19.3,92.2,0.284,90.2
STU03077,DSAI,CS&AI,2,30,30,0,0.0,1.22,At Risk (<2.0),High Risk,70.7,66.1,53.1,70.7,66.2,68.8,66.4,13.1,72.9,0.347,74.0
STU03078,EEE,ENGR,2,30,30,0,0.0,3.36,Good (3.0-3.5),Low Risk,87.5,89.5,83.9,91.8,85.3,90.8,88.4,18.9,100.0,0.333,89.5
STU03079,EEE,ENGR,2,30,30,0,0.0,1.13,At Risk (<2.0),High Risk,92.5,61.4,66.8,62.8,70.3,66.7,66.4,23.2,74.8,0.352,94.4
STU03080,DSAI,CS&AI,2,30,30,0,0.0,2.33,Below Average (2.0-2.5),Medium Risk,60.5,68.7,48.9,70.9,86.9,87.7,78.2,16.7,91.1,0.308,66.7
STU03081,DSAI,CS&AI,5,63,63,0,0.0,1.895,At Risk (<2.0),High Risk,78.8,84.0,62.6,91.4,67.0,70.8,73.9,15.3,74.1,0.306,78.2
STU03082,CSAI,CS&AI,2,30,30,0,0.0,1.67,At Risk (<2.0),High Risk,82.6,97.8,58.8,86.6,61.8,67.1,72.2,18.2,70.6,0.227,82.5
STU03083,CIV,ENGR,2,24,21,1,0.125,1.5,At Risk (<2.0),High Risk,93.0,85.3,65.0,75.3,63.7,68.7,70.3,26.3,70.5,0.231,91.9
STU03084,PHYS,SCI,2,30,24,2,0.2,1.24,At Risk (<2.0),High Risk,95.5,88.0,69.0,76.0,62.4,56.9,67.3,25.0,66.7,0.39,100.0
STU03085,MATH,SCI,3,33,33,0,0.0,3.418,Good (3.0-3.5),Low Risk,80.0,74.4,80.3,88.9,95.9,93.8,89.4,27.2,100.0,0.149,83.7
STU03086,DSAI,CS&AI,5,63,63,0,0.0,2.129,Below Average (2.0-2.5),Medium Risk,70.6,77.3,60.6,74.1,78.3,80.5,76.4,22.1,83.1,0.066,70.3
STU03087,CSAI,CS&AI,5,75,75,0,0.0,1.732,At Risk (<2.0),High Risk,61.7,64.6,56.7,70.9,76.7,77.5,72.3,19.0,83.1,0.223,63.6
STU03088,SWE,CS&AI,4,48,15,11,0.6875,0.331,At Risk (<2.0),High Risk,62.8,50.5,36.2,57.9,62.1,58.5,56.0,18.0,66.1,0.287,63.2
STU03089,MECH,ENGR,3,33,33,0,0.0,3.145,Good (3.0-3.5),Low Risk,72.0,72.6,66.6,89.5,93.7,93.5,87.1,17.5,100.0,0.307,71.6
STU03090,BUS,BUS,3,33,33,0,0.0,2.827,Average (2.5-3.0),Low Risk,87.5,77.4,79.1,83.3,83.8,85.8,82.9,30.6,88.5,0.134,84.1
STU03091,BUS,BUS,3,33,30,1,0.0909,1.645,At Risk (<2.0),High Risk,89.4,87.4,55.7,71.8,70.5,68.4,71.1,24.5,74.0,0.2,90.2
STU03092,BUS,BUS,3,33,12,7,0.6364,0.364,At Risk (<2.0),High Risk,87.4,70.5,50.6,66.2,49.5,54.8,56.9,19.4,57.3,0.419,87.8
STU03093,CHEM,SCI,1,15,15,0,0.0,3.62,High (>=3.5),Low Risk,94.8,89.4,80.5,90.9,93.5,93.4,91.1,34.5,100.0,0.299,100.0
STU03094,FIN,BUS,2,27,27,0,0.0,2.789,Average (2.5-3.0),Low Risk,72.1,56.7,72.1,68.8,97.8,91.3,82.8,22.1,100.0,0.327,66.4
STU03095,SWE,CS&AI,4,48,30,6,0.375,0.644,At Risk (<2.0),High Risk,83.6,47.6,54.1,62.2,64.6,64.5,60.6,16.3,70.0,0.15,84.1
STU03096,CSAI,CS&AI,2,30,30,0,0.0,3.51,High (>=3.5),Low Risk,96.4,79.5,93.2,88.3,93.3,91.6,90.0,24.4,100.0,0.202,100.0
STU03097,CSAI,CS&AI,5,75,0,25,1.0,0.0,At Risk (<2.0),High Risk,74.6,58.1,34.4,55.4,42.8,42.9,46.2,12.5,49.7,0.365,73.7
STU03098,DSAI,CS&AI,2,30,30,0,0.0,3.2,Good (3.0-3.5),Low Risk,84.4,89.7,74.3,86.5,88.9,85.3,86.1,33.6,97.4,0.355,88.3
STU03099,DSAI,CS&AI,3,45,45,0,0.0,3.44,Good (3.0-3.5),Low Risk,81.4,79.9,78.0,89.8,93.9,93.1,89.3,20.9,100.0,0.256,84.4
STU03100,CSAI,CS&AI,8,117,117,0,0.0,3.518,High (>=3.5),Low Risk,89.2,83.3,88.7,90.6,92.5,92.1,90.3,20.0,100.0,0.101,91.4
STU03101,FIN,BUS,2,27,27,0,0.0,3.744,High (>=3.5),Low Risk,95.7,84.9,91.7,89.3,93.6,97.1,92.5,24.4,100.0,0.236,100.0
STU03102,CSAI,CS&AI,6,90,87,1,0.0333,1.577,At Risk (<2.0),High Risk,62.6,50.7,51.7,65.7,81.5,80.0,71.1,13.4,89.4,0.552,60.0
STU03103,FIN,BUS,2,27,24,1,0.1111,1.256,At Risk (<2.0),High Risk,93.7,51.5,62.2,69.9,73.1,72.0,67.9,20.8,75.7,0.414,95.8
STU03104,MATH,SCI,3,33,0,11,1.0,0.0,At Risk (<2.0),High Risk,70.9,49.8,47.5,60.0,54.1,51.8,53.0,17.0,62.6,0.561,70.9
STU03105,EEE,ENGR,2,30,30,0,0.0,2.7,Average (2.5-3.0),Low Risk,85.4,82.8,71.2,87.5,84.7,78.2,81.5,15.0,88.0,0.337,85.1
STU03106,CIV,ENGR,2,24,24,0,0.0,1.537,At Risk (<2.0),High Risk,85.5,67.3,61.4,70.0,73.2,69.9,69.6,21.5,81.4,0.281,83.9
STU03107,DSAI,CS&AI,3,45,45,0,0.0,2.207,Below Average (2.0-2.5),Medium Risk,83.0,66.2,71.2,80.6,79.1,80.4,77.0,14.2,88.9,0.389,80.4
STU03108,EEE,ENGR,2,30,30,0,0.0,1.71,At Risk (<2.0),High Risk,90.0,72.7,75.6,69.4,74.8,68.0,71.7,25.7,79.8,0.284,86.7
STU03109,CSAI,CS&AI,3,45,45,0,0.0,2.607,Average (2.5-3.0),Medium Risk,67.7,90.1,55.6,82.0,81.8,83.4,80.9,27.9,86.9,0.1,64.7
STU03110,BUS,BUS,3,33,30,1,0.0909,1.355,At Risk (<2.0),High Risk,87.8,59.0,57.2,67.7,74.5,73.4,69.1,18.5,77.1,0.297,90.3
STU03111,DSAI,CS&AI,5,63,63,0,0.0,3.157,Good (3.0-3.5),Low Risk,92.0,70.0,89.5,83.1,91.1,91.4,86.7,28.6,100.0,0.242,93.6
STU03112,DSAI,CS&AI,2,30,30,0,0.0,3.02,Good (3.0-3.5),Low Risk,83.8,88.3,78.9,92.0,83.1,82.9,84.7,11.9,89.0,0.435,83.0
STU03113,MATH,SCI,1,15,15,0,0.0,3.14,Good (3.0-3.5),Low Risk,89.5,73.6,88.3,81.5,90.2,90.7,86.3,18.6,100.0,0.258,90.0
STU03114,CIV,ENGR,1,15,15,0,0.0,2.32,Below Average (2.0-2.5),Medium Risk,99.1,77.3,87.6,77.5,77.5,78.0,78.6,22.0,84.3,0.165,100.0
STU03115,SWE,CS&AI,4,48,48,0,0.0,2.238,Below Average (2.0-2.5),Medium Risk,72.2,53.8,67.7,69.8,86.1,86.0,77.0,23.9,91.7,0.405,71.9
STU03116,EEE,ENGR,2,30,30,0,0.0,2.44,Below Average (2.0-2.5),Medium Risk,86.2,75.6,75.4,82.1,82.4,77.1,79.0,22.7,88.5,0.359,87.4
STU03117,CSAI,CS&AI,7,105,99,2,0.0571,1.24,At Risk (<2.0),High Risk,70.9,75.7,53.2,76.3,64.7,65.4,67.1,22.5,71.5,0.243,73.0
STU03118,CIV,ENGR,2,24,24,0,0.0,2.2,Below Average (2.0-2.5),Medium Risk,82.5,67.0,72.8,76.9,79.6,80.8,77.0,28.8,83.0,0.11,79.1
STU03119,DSAI,CS&AI,5,63,63,0,0.0,3.286,Good (3.0-3.5),Low Risk,85.8,87.3,84.8,84.2,89.2,90.4,88.1,16.0,96.1,0.357,87.0
STU03120,DSAI,CS&AI,5,63,63,0,0.0,3.205,Good (3.0-3.5),Low Risk,82.1,70.4,77.5,93.5,94.2,87.6,86.9,6.9,100.0,0.497,85.3
STU03121,CSAI,CS&AI,2,30,30,0,0.0,2.86,Average (2.5-3.0),Low Risk,83.6,61.1,79.2,80.4,91.3,91.0,83.9,25.2,93.1,0.224,86.8
STU03122,DSAI,CS&AI,1,15,15,0,0.0,3.28,Good (3.0-3.5),Low Risk,87.6,86.7,86.8,94.2,85.0,87.9,87.7,27.4,93.0,0.183,89.2
STU03123,DSAI,CS&AI,3,45,45,0,0.0,2.62,Average (2.5-3.0),Low Risk,87.9,52.4,78.1,73.2,91.0,90.9,81.2,14.2,100.0,0.343,84.8
STU03124,SWE,CS&AI,1,15,15,0,0.0,3.42,Good (3.0-3.5),Low Risk,74.5,73.9,75.0,96.9,94.9,92.5,89.3,21.1,100.0,0.193,72.7
STU03125,CSAI,CS&AI,5,75,6,23,0.92,0.08,At Risk (<2.0),High Risk,69.4,49.5,42.3,51.8,58.6,54.4,53.4,20.5,63.2,0.335,70.8
STU03126,CSAI,CS&AI,4,60,60,0,0.0,1.865,At Risk (<2.0),High Risk,91.5,78.3,68.4,77.4,72.4,73.0,73.8,18.4,77.1,0.21,88.6
STU03127,MECH,ENGR,2,30,30,0,0.0,3.09,Good (3.0-3.5),Low Risk,74.0,76.9,67.3,92.5,88.2,88.0,85.0,17.8,100.0,0.267,73.3
STU03128,CSAI,CS&AI,5,75,12,21,0.84,0.172,At Risk (<2.0),High Risk,73.4,69.4,41.9,62.9,53.8,49.0,54.9,26.9,58.7,0.403,75.2
STU03129,CIV,ENGR,1,15,15,0,0.0,2.34,Below Average (2.0-2.5),Medium Risk,98.7,84.9,74.9,79.9,72.3,78.1,77.3,24.4,80.1,0.065,95.2
STU03130,BUS,BUS,3,33,33,0,0.0,2.927,Average (2.5-3.0),Low Risk,90.4,91.6,75.8,80.9,86.1,83.0,84.2,22.7,88.4,0.428,89.9
STU03131,SWE,CS&AI,4,48,48,0,0.0,1.456,At Risk (<2.0),High Risk,80.9,66.3,58.3,67.8,73.7,70.9,69.3,28.9,76.4,0.036,80.5
STU03132,BUS,BUS,3,33,33,0,0.0,2.118,Below Average (2.0-2.5),Medium Risk,79.9,85.4,63.7,87.2,74.4,73.4,76.6,22.2,81.3,0.29,81.7
STU03133,CSAI,CS&AI,2,30,30,0,0.0,1.26,At Risk (<2.0),High Risk,86.8,78.2,63.3,83.0,60.9,60.4,66.9,27.2,71.0,0.339,87.8
STU03134,CSAI,CS&AI,6,90,90,0,0.0,3.6,High (>=3.5),Low Risk,95.0,87.9,94.1,87.4,92.4,90.7,90.6,23.3,100.0,0.166,98.7
STU03135,MATH,SCI,3,33,33,0,0.0,3.464,Good (3.0-3.5),Low Risk,81.2,90.4,80.6,94.1,90.8,88.6,89.6,15.1,100.0,0.484,82.9
STU03136,MATH,SCI,3,33,33,0,0.0,2.118,Below Average (2.0-2.5),Medium Risk,99.6,71.5,94.5,78.2,73.4,74.6,76.3,13.8,83.3,0.453,98.3
STU03137,CHEM,SCI,1,15,0,5,1.0,0.0,At Risk (<2.0),High Risk,88.0,66.8,56.8,63.3,48.9,45.0,53.3,13.5,55.4,0.486,90.3
STU03138,CSAI,CS&AI,6,90,90,0,0.0,2.51,Average (2.5-3.0),Low Risk,83.6,66.6,77.5,81.4,83.1,84.0,80.1,18.3,92.5,0.458,85.2
STU03139,PHYS,SCI,1,15,15,0,0.0,1.14,At Risk (<2.0),High Risk,81.6,67.8,63.6,79.5,63.2,63.8,66.6,22.3,72.8,0.264,79.6
STU03140,DSAI,CS&AI,5,63,63,0,0.0,3.371,Good (3.0-3.5),Low Risk,87.1,97.7,75.5,94.6,90.2,84.4,88.8,18.5,96.1,0.435,85.1
STU03141,DSAI,CS&AI,3,45,45,0,0.0,3.6,High (>=3.5),Low Risk,81.8,90.2,82.1,96.4,94.1,87.0,90.5,21.6,100.0,0.409,80.9
STU03142,CSAI,CS&AI,1,15,15,0,0.0,1.8,At Risk (<2.0),High Risk,85.1,55.7,72.3,74.7,78.8,73.4,72.4,15.4,86.0,0.305,81.8
STU03143,FIN,BUS,1,15,15,0,0.0,3.18,Good (3.0-3.5),Low Risk,93.5,77.9,87.4,87.3,93.5,85.3,87.1,14.3,93.9,0.539,88.3
STU03144,CSAI,CS&AI,5,75,75,0,0.0,3.264,Good (3.0-3.5),Low Risk,92.4,76.5,85.8,80.2,92.2,93.9,87.9,23.7,100.0,0.136,93.2
STU03145,CHEM,SCI,1,15,15,0,0.0,3.66,High (>=3.5),Low Risk,97.7,95.1,94.9,94.6,91.8,91.9,93.0,34.6,100.0,0.205,100.0
STU03146,EEE,ENGR,2,30,30,0,0.0,3.06,Good (3.0-3.5),Low Risk,73.2,67.1,72.5,80.2,94.2,94.7,86.0,18.3,100.0,0.428,74.4
STU03147,MATH,SCI,3,33,0,11,1.0,0.0,At Risk (<2.0),High Risk,79.1,75.0,31.6,56.4,50.1,50.2,53.0,13.9,56.8,0.453,75.4
STU03148,MATH,SCI,3,33,33,0,0.0,1.4,At Risk (<2.0),High Risk,72.8,54.5,57.7,65.2,79.1,72.0,69.1,14.5,83.9,0.633,70.9
STU03149,CHEM,SCI,2,21,21,0,0.0,1.557,At Risk (<2.0),High Risk,59.4,78.8,46.3,71.2,76.1,71.1,71.3,6.9,79.3,0.412,60.7
STU03150,CSAI,CS&AI,6,90,90,0,0.0,3.543,High (>=3.5),Low Risk,87.9,87.9,85.9,91.1,93.2,90.6,90.6,25.8,100.0,0.429,87.6
STU03151,CSAI,CS&AI,2,30,30,0,0.0,2.8,Average (2.5-3.0),Low Risk,71.6,52.8,70.5,73.8,95.3,94.6,83.0,14.0,100.0,0.385,75.3
STU03152,EEE,ENGR,2,30,30,0,0.0,3.52,High (>=3.5),Low Risk,78.3,96.1,73.6,95.4,93.1,89.6,90.9,23.9,100.0,0.433,76.4
STU03153,DSAI,CS&AI,2,30,30,0,0.0,2.77,Average (2.5-3.0),Medium Risk,66.0,85.3,55.1,87.5,87.9,83.4,82.8,21.5,92.0,0.316,64.7
STU03154,CSAI,CS&AI,6,90,39,17,0.5667,0.453,At Risk (<2.0),High Risk,67.2,57.7,43.9,60.9,62.4,59.1,58.6,18.2,69.2,0.541,69.2
STU03155,CSAI,CS&AI,8,117,105,3,0.0789,1.185,At Risk (<2.0),High Risk,69.6,62.0,51.1,66.5,71.8,70.2,67.0,17.4,81.4,0.529,70.9
STU03156,DSAI,CS&AI,2,30,30,0,0.0,3.24,Good (3.0-3.5),Low Risk,88.9,93.9,79.2,91.8,90.4,82.1,87.5,21.9,94.6,0.163,90.5
STU03157,CSAI,CS&AI,3,45,45,0,0.0,1.393,At Risk (<2.0),High Risk,74.1,51.3,59.0,67.4,75.4,71.8,67.9,8.5,81.3,0.439,75.0
STU03158,CSAI,CS&AI,2,30,27,1,0.1,1.4,At Risk (<2.0),High Risk,76.8,48.4,65.0,65.8,74.9,74.3,68.4,13.6,77.9,0.164,74.8
